version,group,bench_simple,bench_full,mode,mean,unit,date
new,Cypher,GreaterThanIndexSeek.executePlan,"GreaterThanIndexSeek.executePlan_(propertyType,small_string)_(runtime,interpreted)_(selectivity,0.1)",LATENCY,13.5607076994219,ms,1580766830318
new,Cypher,GreaterThanIndexSeek.executePlan,"GreaterThanIndexSeek.executePlan_(propertyType,small_string)_(runtime,interpreted)_(selectivity,0.1)",LATENCY,13.3899869630686,ms,1580739379847
new,Cypher,GreaterThanIndexSeek.executePlan,"GreaterThanIndexSeek.executePlan_(propertyType,small_string)_(runtime,interpreted)_(selectivity,0.1)",LATENCY,14.0960459357746,ms,1580375605806
new,Cypher,GreaterThanIndexSeek.executePlan,"GreaterThanIndexSeek.executePlan_(propertyType,small_string)_(runtime,interpreted)_(selectivity,0.1)",LATENCY,13.4519187727598,ms,1580302690978
new,Cypher,GreaterThanIndexSeek.executePlan,"GreaterThanIndexSeek.executePlan_(propertyType,small_string)_(runtime,interpreted)_(selectivity,0.1)",LATENCY,14.4723217027183,ms,1580219266961
new,Cypher,GreaterThanIndexSeek.executePlan,"GreaterThanIndexSeek.executePlan_(propertyType,small_string)_(runtime,interpreted)_(selectivity,0.1)",LATENCY,15.1661590755555,ms,1579947286224
new,Cypher,GreaterThanIndexSeek.executePlan,"GreaterThanIndexSeek.executePlan_(propertyType,small_string)_(runtime,interpreted)_(selectivity,0.1)",LATENCY,13.6470529489183,ms,1579900900073
new,Cypher,GreaterThanIndexSeek.executePlan,"GreaterThanIndexSeek.executePlan_(propertyType,small_string)_(runtime,interpreted)_(selectivity,0.1)",LATENCY,13.4224198375961,ms,1579602689118
new,Cypher,GreaterThanIndexSeek.executePlan,"GreaterThanIndexSeek.executePlan_(propertyType,small_string)_(runtime,interpreted)_(selectivity,0.1)",LATENCY,12.9793866648218,ms,1579557643855
new,Cypher,GreaterThanIndexSeek.executePlan,"GreaterThanIndexSeek.executePlan_(propertyType,small_string)_(runtime,interpreted)_(selectivity,0.1)",LATENCY,13.4184081344297,ms,1579280077629
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,2605.97350399999,ms,1580833090210
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,2659.6081664,ms,1580766830318
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,2514.60175644444,ms,1580739379847
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,2637.51816533333,ms,1580375605806
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,2594.57024,ms,1580302690978
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,2616.29859509677,ms,1580219266961
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,2501.01932463157,ms,1579947286224
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,2608.18058735483,ms,1579900900073
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,2599.15775999999,ms,1579602689118
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,2585.8519660606,ms,1579557643855
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,2614.8864,ms,1579280077629
new,Cypher,MapProjection.executePlan,"MapProjection.executePlan_(engine,COMPILED)_(includeAllProps,true)_(size,100)",LATENCY,16.1262168541353,ms,1580833090210
new,Cypher,MapProjection.executePlan,"MapProjection.executePlan_(engine,COMPILED)_(includeAllProps,true)_(size,100)",LATENCY,22.5194469133433,ms,1580766830318
new,Cypher,MapProjection.executePlan,"MapProjection.executePlan_(engine,COMPILED)_(includeAllProps,true)_(size,100)",LATENCY,17.9504639387999,ms,1580739379847
new,Cypher,MapProjection.executePlan,"MapProjection.executePlan_(engine,COMPILED)_(includeAllProps,true)_(size,100)",LATENCY,16.8676923342318,ms,1580375605806
new,Cypher,MapProjection.executePlan,"MapProjection.executePlan_(engine,COMPILED)_(includeAllProps,true)_(size,100)",LATENCY,17.2663362280984,ms,1580302690978
new,Cypher,MapProjection.executePlan,"MapProjection.executePlan_(engine,COMPILED)_(includeAllProps,true)_(size,100)",LATENCY,17.6399423774383,ms,1580219266961
new,Cypher,MapProjection.executePlan,"MapProjection.executePlan_(engine,COMPILED)_(includeAllProps,true)_(size,100)",LATENCY,20.3261482966973,ms,1579947286224
new,Cypher,MapProjection.executePlan,"MapProjection.executePlan_(engine,COMPILED)_(includeAllProps,true)_(size,100)",LATENCY,19.2558150928681,ms,1579900900073
new,Cypher,MapProjection.executePlan,"MapProjection.executePlan_(engine,COMPILED)_(includeAllProps,true)_(size,100)",LATENCY,17.5456244507832,ms,1579602689118
new,Cypher,MapProjection.executePlan,"MapProjection.executePlan_(engine,COMPILED)_(includeAllProps,true)_(size,100)",LATENCY,17.9943630615863,ms,1579557643855
new,Cypher,MapProjection.executePlan,"MapProjection.executePlan_(engine,COMPILED)_(includeAllProps,true)_(size,100)",LATENCY,20.1054697393631,ms,1579280077629
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,compiled-bytecode)",LATENCY,1115.39126272,ms,1580833090210
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,compiled-bytecode)",LATENCY,1113.99316138666,ms,1580766830318
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,compiled-bytecode)",LATENCY,1089.49842602666,ms,1580739379847
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,compiled-bytecode)",LATENCY,1099.84437589333,ms,1580375605806
